House,Politician,Name,Seat,Name,Party,Total,Travel Allowance,Overseas Travel,Domestic Travel,Charter Travel,Car Costs ,Office Facilities ,Office Fit Outs,Office Admin costs,Office Telecommunications,Family Travel,Airline Loyalty points usage,Electorate Area SqKm,State
MP,Kirsten	Livermore ,Kirsten	Livermore MP,(Capricornia),Kirsten	Livermore MP(Capricornia),ALP,1251704.51,60558.00,90261.22,139928.51,38490.85,67179.14,276161.06,4240.77,514181.38,34681.95,26021.63,0.00,91049,QLD
Senator,Larissa	Waters ,Larissa	Waters Senator,(QLD),Larissa	Waters Senator(QLD),Greens,1022598.55,56993.00,0.00,76398.84,12611.36,18433.65,232469.73,479124.94,96672.84,21627.76,28266.43,0.00,,QLD
MP,Margaret	May ,Margaret	May MP,(McPherson),Margaret	May MP(McPherson),Liberal,47426.29,0.00,1219.36,-120.24,0.00,3171.59,3033.01,1604.00,38518.57,0.00,0.00,0.00,230,QLD
Senator,Mark	Furner ,Mark	Furner Senator,(QLD),Mark	Furner Senator(QLD),ALP,836382.64,69272.00,87651.74,128097.06,0.00,73173.90,278987.82,0.00,160843.66,28803.01,9553.45,0.00,,QLD
MP,Michael	Johnson ,Michael	Johnson MP,(Ryan),Michael	Johnson MP(Ryan),Liberal,154035.37,690.00,0.00,1138.80,0.00,-225.79,16626.65,935.00,134773.07,0.00,97.64,0.00,441,QLD
MP,Paul	Neville ,Paul	Neville MP,(Hinkler),Paul	Neville MP(Hinkler),LNP,953135.36,65535.00,31976.44,95250.44,0.00,51617.26,253761.45,1539.22,397400.80,26191.77,29862.98,0.00,3504,QLD
MP,Peter	Dutton ,Peter	Dutton MP,(Dickson),Peter	Dutton MP(Dickson),LNP,1413288.07,98586.00,46498.73,216696.55,0.00,134741.98,364025.68,3123.00,464847.73,32564.54,52203.86,0.00,772,QLD
MP,Peter	Lindsay ,Peter	Lindsay MP,(Herbert),Peter	Lindsay MP(Herbert),Liberal,132990.38,0.00,10337.74,284.33,0.00,2608.33,5200.26,1310.00,110460.99,0.00,2788.73,0.00,946,QLD
MP,Peter	Slipper ,Peter	Slipper MP,(Fisher),Peter	Slipper MP(Fisher),LNP / Independent,1552550.64,94722.00,169257.15,187303.12,0.00,151722.90,465235.23,16257.00,350902.68,39120.42,78030.14,0.00,1170,QLD
Senator,Ronald	Boswell ,Ronald	Boswell Senator,(QLD),Ronald	Boswell Senator(QLD),National,808315.56,59273.00,8307.24,123169.23,17676.55,69128.97,369636.36,0.00,137098.40,13484.29,10541.52,0.00,,QLD
MP,Ross	Vasta ,Ross	Vasta MP,(Bonner),Ross	Vasta MP(Bonner),LNP,868065.57,43455.00,14345.52,61218.96,0.00,9858.90,291680.55,6049.86,403030.09,24439.69,13987.00,0.00,360,QLD
Senator,Russell	Trood ,Russell	Trood Senator,(QLD),Russell	Trood Senator(QLD),Liberal,369505.86,28428.00,29360.38,48038.23,638.02,30226.17,136136.30,1320.00,80170.53,489.63,14698.60,0.00,,QLD
MP,Scott	Buchholz ,Scott	Buchholz MP,(Wright),Scott	Buchholz MP(Wright),LNP,1548606.87,54368.00,0.00,88863.89,0.00,85806.46,323230.13,538051.85,412865.47,31094.44,14326.63,0.00,7589,QLD
MP,Shayne	Neumann ,Shayne	Neumann MP,(Blair),Shayne	Neumann MP(Blair),ALP,1125181.89,61473.00,22377.38,89324.20,0.00,87723.70,302206.54,14993.89,506950.31,32269.84,9518.07,-1655.04,6409,QLD
MP,Steven	Ciobo ,Steven	Ciobo MP,(Moncrieff),Steven	Ciobo MP(Moncrieff),LNP,1292959.31,57370.00,101350.94,101094.73,0.00,83056.50,389098.09,926.20,512517.42,34777.52,12767.91,0.00,92,QLD
MP,Stuart	Robert ,Stuart	Robert MP,(Fadden),Stuart	Robert MP(Fadden),LNP,1698359.87,68649.00,74348.68,136938.85,0.00,65483.50,392237.67,318281.56,600543.26,31382.98,10494.37,0.00,395,QLD
Senator,Sue	Boyce ,Sue	Boyce Senator,(QLD),Sue	Boyce Senator(QLD),LNP,984459.76,79522.00,49734.06,120036.18,3742.83,59621.77,427579.34,1040.00,206799.91,23520.02,12863.65,0.00,,QLD
MP,Teresa	Gambaro ,Teresa	Gambaro MP,(Brisbane),Teresa	Gambaro MP(Brisbane),LNP,1088992.18,53339.00,8665.94,99016.08,1655.91,51159.36,372451.64,52214.27,391803.25,30469.80,28216.93,0.00,58,QLD
MP,Warren	Entsch ,Warren	Entsch MP,(Leichhardt),Warren	Entsch MP(Leichhardt),LNP,1528090.32,101384.00,14279.54,151847.18,102165.11,61763.69,479260.48,48047.46,491576.93,51635.31,26130.62,0.00,148988,QLD
MP,Warren	Truss ,Warren	Truss MP,(Wide Bay),Warren	Truss MP(Wide Bay),LNP,1347090.16,141550.00,14722.24,205982.43,44670.95,131021.40,273568.35,10310.00,446079.48,30122.75,49062.56,0.00,14573,QLD
MP,Wayne	Swan ,Wayne	Swan MP,(Lilley),Wayne	Swan MP(Lilley),ALP,2849636.78,154769.00,933970.02,138659.15,0.00,381917.94,626947.94,0.00,562859.95,18858.54,31654.24,0.00,147,QLD
MP,Wyatt	Roy ,Wyatt	Roy MP,(Longman),Wyatt	Roy MP(Longman),LNP,928814.42,53945.00,0.00,64601.91,0.00,67131.45,230013.46,8770.39,480825.93,22070.70,1455.58,0.00,1239,QLD
MP,Yvette	D'Ath ,Yvette	D'Ath MP,(Petrie),Yvette	D'Ath MP(Petrie),ALP,1565169.11,57303.00,28909.82,82960.45,0.00,65998.92,425939.88,422318.81,432371.97,25493.21,23873.05,0.00,152,QLD
Senator,Alan	Ferguson ,Alan	Ferguson Senator,(SA),Alan	Ferguson Senator(SA),Liberal,314381.85,17966.00,53281.55,34306.71,7518.18,50006.09,74766.27,0.00,66610.22,365.15,9561.68,0.00,,SA
Senator,Alex	Gallacher ,Alex	Gallacher Senator,(SA),Alex	Gallacher Senator(SA),ALP,793190.75,69890.00,13821.52,87207.99,2102.89,45648.42,177107.23,204178.95,148192.21,20100.24,24941.30,0.00,,SA
MP,Amanda	Rishworth ,Amanda	Rishworth MP,(Kingston),Amanda	Rishworth MP(Kingston),ALP,1203877.62,67854.00,27355.75,107421.94,0.00,70176.46,309500.75,6646.00,581398.07,27613.61,5911.04,0.00,171,SA
MP,Andrew	Southcott ,Andrew	Southcott MP,(Boothby),Andrew	Southcott MP(Boothby),Liberal,1440640.08,60631.00,34262.02,103554.48,0.00,64904.56,270167.63,307292.40,563655.44,22325.91,13846.64,0.00,130,SA
Senator,Anne	McEwen ,Anne	McEwen Senator,(SA),Anne	McEwen Senator(SA),ALP,709535.64,69337.00,32915.21,95110.10,539.45,82530.11,246256.84,2536.50,153857.05,22646.07,3807.31,0.00,,SA
Senator,Anne Ruston  ,Anne Ruston  Senator,(SA),Anne Ruston  Senator(SA),Liberal,756533.01,33061.00,21216.52,40485.79,5692.57,16489.88,116219.43,448309.76,56971.69,7703.85,10382.52,0.00,,SA
Senator,Annette	Hurley ,Annette	Hurley Senator,(SA),Annette	Hurley Senator(SA),ALP,278203.59,21255.00,20934.24,38280.25,779.29,23162.48,73876.86,0.00,80046.10,848.71,19020.66,0.00,,SA
MP	,Christopher	Pyne ,Christopher	Pyne MP	,(Sturt),Christopher	Pyne MP	(Sturt),Liberal,1246019.08,108196.00,27778.32,212009.85,0.00,135815.86,222769.85,301.22,495208.55,30739.25,13200.18,0.00,85,SA
Senator,Cory	Bernardi ,Cory	Bernardi Senator,(SA),Cory	Bernardi Senator(SA),Liberal,937075.63,71314.00,59049.01,151959.26,27054.49,61184.20,256094.50,32270.00,227248.13,26372.20,24636.32,-106.48,,SA
Senator,Dana	Wortley ,Dana	Wortley Senator,(SA),Dana	Wortley Senator(SA),ALP,321964.42,18459.00,18833.50,26133.23,259.67,24607.97,85579.76,3578.00,126179.02,1531.74,16802.53,0.00,,SA
Senator,David	Fawcett ,David	Fawcett Senator,(SA),David	Fawcett Senator(SA),Liberal,505432.94,51526.00,45639.43,100968.48,181.26,29520.93,154470.72,597.00,90407.77,14997.52,17123.83,0.00,,SA
Senator,Don	Farrell ,Don	Farrell Senator,(SA),Don	Farrell Senator(SA),ALP,1681185.74,131717.00,41092.17,210205.78,973.01,142285.70,421527.77,408819.23,227590.53,30229.75,66744.80,0.00,,SA
MP,Jamie	Briggs ,Jamie	Briggs MP,(Mayo),Jamie	Briggs MP(Mayo),Liberal,1233854.74,67575.00,21286.52,141525.44,0.00,106585.43,300261.90,9742.00,542110.90,28072.11,16695.44,0.00,9315,SA
MP,Kate	Ellis ,Kate	Ellis MP,(Adelaide),Kate	Ellis MP(Adelaide),ALP,1873305.19,93444.00,50903.61,207731.56,0.00,93271.85,501372.63,374779.93,521829.82,23267.34,6704.45,0.00,76,SA
MP,Mark	Butler ,Mark	Butler MP,(Port Adelaide),Mark	Butler MP(Port Adelaide),ALP,1439908.41,127776.00,33452.28,276551.27,840.00,161117.82,365800.76,20351.64,422732.02,11851.75,19434.87,0.00,181,SA
Senator,Mary	Jo Fisher ,Mary	Jo Fisher Senator,(SA),Mary	Jo Fisher Senator(SA),Liberal,726276.92,74480.00,0.00,85018.07,1946.96,52665.06,266465.75,27867.19,185568.38,17138.78,15126.73,0.00,,SA
MP,Nick	Champion ,Nick	Champion MP,(Wakefield),Nick	Champion MP(Wakefield),ALP,1145401.18,54967.00,34422.14,91961.40,0.00,62370.34,314402.64,4270.00,553204.18,28736.46,1067.02,0.00,6407,SA
Senator,Nick	Minchin ,Nick	Minchin Senator,(SA),Nick	Minchin Senator(SA),Liberal,261760.21,11078.00,7692.58,36925.30,0.00,31853.17,104339.16,0.00,62400.75,1462.39,6008.86,0.00,,SA
Senator,Nick	Xenophon ,Nick	Xenophon Senator,(SA),Nick	Xenophon Senator(SA),Independent,670496.60,78407.00,4972.54,110113.12,24152.41,15799.79,300002.52,43258.50,66617.82,25953.99,1218.91,0.00,,SA
MP,Patrick	Secker ,Patrick	Secker MP,(Barker),Patrick	Secker MP(Barker),Liberal,1793286.19,74385.00,140776.50,112812.17,29506.42,83168.90,521899.62,467579.99,295575.56,32709.15,34872.88,0.00,63886,SA
Senator,Penny	Wong ,Penny	Wong Senator,(SA),Penny	Wong Senator(SA),ALP,1148070.84,146544.00,75624.09,251232.12,18050.00,167839.49,500014.54,-187951.88,110154.42,18985.61,47578.45,0.00,,SA
Senator,Penny	Wright ,Penny	Wright Senator,(SA),Penny	Wright Senator(SA),Greens,804019.98,49908.00,0.00,83723.55,186.80,20192.66,172938.00,384335.00,73148.44,12294.21,7293.32,0.00,,SA
MP,Rowan	Ramsey ,Rowan	Ramsey MP,(Grey),Rowan	Ramsey MP(Grey),Liberal,1741888.81,99669.00,57155.51,122905.56,128310.10,132899.03,389406.98,246106.15,485944.76,43205.18,36286.54,0.00,904881,SA
Senator,Sarah	Hanson-Young ,Sarah	Hanson-Young Senator,(SA),Sarah	Hanson-Young Senator(SA),Greens,1325053.90,86970.00,35082.09,182741.24,22029.55,109164.47,377416.61,277688.72,132284.52,48405.17,53271.53,0.00,,SA
Senator,Sean	Edwards ,Sean	Edwards Senator,(SA),Sean	Edwards Senator(SA),Liberal,530208.01,56648.00,13591.34,103169.22,3907.93,15848.20,137167.75,37699.21,124642.73,17408.92,20124.71,0.00,,SA
Senator,Simon	Birmingham ,Simon	Birmingham Senator,(SA),Simon	Birmingham Senator(SA),Liberal,804270.99,70925.00,0.00,164632.51,700.62,76012.54,249282.98,1195.00,200683.88,24731.36,16107.10,0.00,,SA
MP,Steve	Georganas ,Steve	Georganas MP,(Hindmarsh),Steve	Georganas MP(Hindmarsh),ALP,1196425.18,62901.00,24615.26,122460.21,0.00,60511.45,356900.65,0.00,519048.15,37178.87,12809.59,0.00,78,SA
MP,Tony	Zappia ,Tony	Zappia MP,(Makin),Tony	Zappia MP(Makin),ALP,984144.44,72216.00,15168.90,62037.53,0.00,66036.95,274702.83,621.00,464411.53,25371.49,3578.21,0.00,130,SA
MP,Andrew	Wilkie ,Andrew	Wilkie MP,(Denison),Andrew	Wilkie MP(Denison),Independent,1221527.83,67110.00,0.00,119024.33,0.00,33341.47,348552.32,248776.92,379287.65,21385.73,4049.41,0.00,289,TAS
Senator,Anne	Urquhart ,Anne	Urquhart Senator,(TAS),Anne	Urquhart Senator(TAS),ALP,846939.23,58314.00,11024.97,92038.12,6517.37,42336.72,136178.25,301455.29,164100.80,23391.63,11582.08,0.00,,TAS
Senator,Bob	Brown ,Bob	Brown Senator,(TAS),Bob	Brown Senator(TAS),Greens,793396.08,70182.00,22157.18,112626.92,24770.48,81604.54,216899.28,68874.07,141422.59,30825.78,24732.60,-699.36,,TAS
Senator,Carol	Brown ,Carol	Brown Senator,(TAS),Carol	Brown Senator(TAS),ALP,757335.29,45604.00,0.00,52433.96,9236.37,56846.63,286857.18,871.22,275961.54,29524.39,0.00,0.00,,TAS
Senator,Catryna	Bilyk ,Catryna	Bilyk Senator,(TAS),Catryna	Bilyk Senator(TAS),ALP,933183.07,74365.00,42012.64,83422.08,0.00,68223.55,361909.39,69391.77,199086.86,21991.07,12780.71,0.00,,TAS
Senator,Christine	Milne ,Christine	Milne Senator,(TAS),Christine	Milne Senator(TAS),Greens,1024771.62,110979.00,11481.88,168633.70,11044.65,95700.13,350553.69,67526.05,168694.83,33249.08,6908.61,0.00,,TAS
Senator,David	Bushby ,David	Bushby Senator,(TAS),David	Bushby Senator(TAS),Liberal,937047.84,79874.00,41687.08,128489.51,5460.27,121032.48,287822.73,990.00,228868.61,19252.13,23571.03,0.00,,TAS
MP,Dick	Adams ,Dick	Adams MP,(Lyons),Dick	Adams MP(Lyons),ALP,979789.70,68730.00,110031.42,85664.50,7600.73,71298.37,243803.12,6749.30,345154.83,34779.33,5978.10,0.00,32910,TAS
MP,Duncan	Kerr ,Duncan	Kerr MP,(Denison),Duncan	Kerr MP(Denison),ALP,54977.36,1729.00,1049.40,2045.09,0.00,6446.41,4193.58,0.00,39513.88,0.00,0.00,0.00,289,TAS
Senator,Eric	Abetz ,Eric	Abetz Senator,(TAS),Eric	Abetz Senator(TAS),Liberal,1267296.21,124351.00,20786.41,201861.30,19040.05,190885.76,383518.07,2507.00,241619.15,35551.32,47176.15,0.00,,TAS
MP,Geoff	Lyons ,Geoff	Lyons MP,(Bass),Geoff	Lyons MP(Bass),ALP,1081744.28,60729.00,0.00,90662.98,0.00,68068.24,267516.35,244545.21,319245.74,20787.90,10188.86,0.00,7378,TAS
Senator,Guy	Barnett ,Guy	Barnett Senator,(Launceston ),Guy	Barnett Senator(Launceston ),Liberal,307193.68,26295.00,11264.61,32054.09,2512.00,32836.50,107621.41,1993.64,85492.55,1364.26,5759.62,0.00,,TAS
Senator,Helen	Polley ,Helen	Polley Senator,(TAS),Helen	Polley Senator(TAS),ALP,1292286.13,64168.00,55716.59,105720.39,39803.00,68907.12,386929.38,274974.08,231035.36,42148.45,22883.76,0.00,,TAS
MP,Jodie	Campbell ,Jodie	Campbell MP,(Bass),Jodie	Campbell MP(Bass),ALP,45909.36,0.00,0.00,-483.98,0.00,1801.82,8405.46,301.22,32948.12,0.00,2936.72,0.00,7378,TAS
MP,Julie	Collins ,Julie	Collins MP,(Franklin),Julie	Collins MP(Franklin),ALP,1079199.08,61182.00,32539.90,119704.16,0.00,68947.04,332795.71,5407.83,425532.55,20233.32,12856.57,0.00,6514,TAS
Senator,Kerry	O'Brien ,Kerry	O'Brien Senator,(TAS),Kerry	O'Brien Senator(TAS),ALP,275402.33,16389.00,76556.90,26810.49,327.70,25847.02,88993.92,461.22,37423.62,801.23,1791.23,0.00,,TAS
Senator,Lin	Thorp ,Lin	Thorp Senator,(TAS),Lin	Thorp Senator(TAS),ALP,408879.63,28692.00,0.00,33037.38,2500.00,23549.94,54029.15,181445.32,56229.34,7886.00,21510.50,0.00,,TAS
Senator,Lisa	Singh ,Lisa	Singh Senator,(TAS),Lisa	Singh Senator(TAS),ALP,944452.89,43781.00,2913.77,53433.52,0.00,36240.62,233111.31,352984.55,160278.48,31621.17,30088.47,0.00,,TAS
Senator,Nick	Sherry ,Nick	Sherry Senator,(TAS),Nick	Sherry Senator(TAS),ALP,700767.41,98390.00,27727.18,153472.31,2465.56,124197.90,177587.69,424.50,95322.46,12688.71,8491.10,0.00,,TAS
Senator,Peter	Whish-Wilson ,Peter	Whish-Wilson Senator,(TAS),Peter	Whish-Wilson Senator(TAS),Greens,582707.78,30213.00,0.00,46914.72,4875.20,23349.87,107251.53,321352.34,25252.42,12379.92,11118.78,0.00,,TAS
Senator,Richard	Colbeck ,Richard	Colbeck Senator,(TAS),Richard	Colbeck Senator(TAS),Liberal,909413.54,97560.00,36622.75,172641.33,628.88,81232.82,221755.06,31804.00,196073.20,25595.48,45500.02,0.00,,TAS
MP,Sid	Sidebottom ,Sid	Sidebottom MP,(Braddon),Sid	Sidebottom MP(Braddon),ALP,1242059.95,81194.00,10799.45,111955.22,17887.73,79562.06,258884.02,271285.24,372149.20,25550.92,12792.11,0.00,20826,TAS
Senator,Stephen	Parry ,Stephen	Parry Senator,(TAS),Stephen	Parry Senator(TAS),Liberal,1024836.53,115376.00,43808.39,165258.32,2979.16,139464.65,277799.29,7143.40,199717.00,29229.30,44061.02,0.00,,TAS
MP,Adam	Bandt ,Adam	Bandt MP,(Melbourne),Adam	Bandt MP(Melbourne),Greens,1446007.83,52981.00,0.00,110054.05,0.00,60268.61,622699.67,89638.19,467597.11,34544.44,8224.76,0.00,46,VIC
MP,Alan	Griffin ,Alan	Griffin MP,(Bruce),Alan	Griffin MP(Bruce),ALP,1205568.04,80330.00,70817.35,98563.62,0.00,95570.75,412887.17,0.00,390338.04,49485.50,7575.61,0.00,73,VIC
MP,Alan	Tudge ,Alan	Tudge MP,(Aston),Alan	Tudge MP(Aston),Liberal,981059.00,37987.00,0.00,81683.14,527.27,58864.22,306448.14,40851.59,418787.11,29866.10,6044.43,0.00,99,VIC
MP,Andrew	Robb ,Andrew	Robb MP,(Goldstein),Andrew	Robb MP(Goldstein),Liberal,1278117.28,80018.00,14090.56,181251.15,0.00,136142.33,372631.44,0.00,440550.05,33383.33,20050.42,0.00,50,VIC
MP,Anna	Burke ,Anna	Burke MP,(Chisholm),Anna	Burke MP(Chisholm),ALP,1127603.82,42333.00,80758.29,61727.59,0.00,88548.28,353727.07,0.00,452345.63,29769.34,18394.62,0.00,65,VIC
MP,Anthony	Byrne ,Anthony	Byrne MP,(Holt),Anthony	Byrne MP(Holt),ALP,1223031.49,54309.00,37464.94,38763.50,0.00,60290.41,382142.49,152697.07,452984.96,31933.06,12446.06,0.00,131,VIC
MP,Bill	Shorten ,Bill	Shorten MP,(Maribyrnong),Bill	Shorten MP(Maribyrnong),ALP,1937762.14,68290.00,288735.50,229236.56,2909.09,178404.06,462559.60,162440.40,496346.02,18372.82,30468.09,0.00,73,VIC
MP,Brendan	O'Connor ,Brendan	O'Connor MP,(Gorton),Brendan	O'Connor MP(Gorton),ALP,2356891.14,123672.00,210764.67,231365.25,2410.00,225582.00,637885.12,329425.12,495004.25,24556.02,76226.71,0.00,562,VIC
Senator,Bridget	McKenzie ,Bridget	McKenzie Senator,(VIC),Bridget	McKenzie Senator(VIC),National,1212953.62,75707.00,43124.70,75846.94,22693.81,79033.89,256456.61,490102.54,117895.57,35761.96,16330.60,0.00,,VIC
MP,Bruce	Billson ,Bruce	Billson MP,(Dunkley),Bruce	Billson MP(Dunkley),Liberal,1047564.04,65097.00,0.00,114664.40,0.00,102604.05,265300.84,3662.92,455123.55,34286.68,6824.60,0.00,140,VIC
MP,Catherine	King ,Catherine	King MP,(Ballarat),Catherine	King MP(Ballarat),ALP,1316539.00,65753.00,72715.43,103661.97,5400.00,148033.34,364847.18,34562.82,481375.95,23814.80,16374.51,0.00,4652,VIC
MP,Chris	Pearce ,Chris	Pearce MP,(Aston),Chris	Pearce MP(Aston),Liberal,14406.78,0.00,0.00,858.20,0.00,3607.64,5182.24,0.00,4623.70,0.00,135.00,0.00,99,VIC
MP,Dan	Tehan ,Dan	Tehan MP,(Wannon),Dan	Tehan MP(Wannon),Liberal,1039559.22,59855.00,0.00,70953.02,6566.62,85024.16,298355.25,57846.10,400478.55,44677.41,15803.11,0.00,32047,VIC
MP,Darren	Cheeseman ,Darren	Cheeseman MP,(Corangamite),Darren	Cheeseman MP(Corangamite),ALP,1108525.46,50158.00,28814.64,45294.90,0.00,89428.08,341156.44,2092.24,520421.84,30392.51,766.81,0.00,7624,VIC
MP,Darren	Chester ,Darren	Chester MP,(Gippsland),Darren	Chester MP(Gippsland),National,1309128.06,72168.00,13036.82,30281.03,195790.95,127164.36,313298.60,5194.13,498386.56,43114.38,10693.23,0.00,33054,VIC
Senator,David	Feeney ,David	Feeney Senator,(VIC),David	Feeney Senator(VIC),ALP,1168623.50,110023.00,165842.23,187168.79,0.00,92575.27,323600.55,-5488.78,246956.77,31828.77,16539.78,-422.88,,VIC
MP,David	Hawker ,David	Hawker MP,(Wannon),David	Hawker MP(Wannon),Liberal ,102707.53,1708.00,19830.75,2380.02,145.79,3911.94,11917.97,602.44,60988.33,0.00,1222.29,0.00,32047,VIC
MP,Fran	Bailey ,Fran	Bailey MP,(McEwen),Fran	Bailey MP(McEwen),Liberal ,35592.84,2070.00,0.00,2667.82,2118.75,2314.93,7416.85,208.50,17880.79,0.00,915.20,0.00,4592,VIC
Senator,Gavin	Marshall ,Gavin	Marshall Senator,(VIC),Gavin	Marshall Senator(VIC),ALP,912274.37,74523.00,78918.23,69074.28,0.00,70469.71,344577.89,2955.00,235175.99,29823.69,6756.58,0.00,,VIC
MP,Greg	Hunt ,Greg	Hunt MP,(Flinders),Greg	Hunt MP(Flinders),Liberal,1198667.22,81534.00,0.00,127006.81,0.00,156091.18,320635.35,0.00,458599.42,42873.74,11926.72,0.00,1952,VIC
MP,Harry	Jenkins ,Harry	Jenkins MP,(Scullin),Harry	Jenkins MP(Scullin),ALP,1536903.46,68043.00,289232.78,80876.48,9005.00,78677.83,462933.42,197329.65,323919.68,24013.16,32207.84,-29335.38,169,VIC
Senator,Helen	Kroger ,Helen	Kroger Senator,(VIC),Helen	Kroger Senator(VIC),Liberal,1041968.49,66974.00,36317.64,93103.98,5110.80,85995.22,471733.50,0.00,241881.96,34981.70,5869.69,0.00,,VIC
Senator,Jacinta	Collins ,Jacinta	Collins Senator,(VIC),Jacinta	Collins Senator(VIC),ALP,1197669.27,79609.00,99168.21,183061.01,31907.18,155950.40,393616.68,36759.80,172319.14,21250.61,24027.24,0.00,,VIC
MP,Jason	Wood ,Jason	Wood MP,(La Trobe),Jason	Wood MP(La Trobe),Liberal,522161.62,1380.00,0.00,0.00,0.00,2802.79,26513.25,304239.49,185881.29,0.00,1344.80,0.00,562,VIC
MP,Jenny	Macklin ,Jenny	Macklin MP,(Jagajaga),Jenny	Macklin MP(Jagajaga),ALP,2235425.25,94592.00,208739.25,207712.62,40159.86,180036.84,563156.44,360261.61,547172.24,20304.04,13290.35,0.00,128,VIC
MP,John	Forrest ,John	Forrest MP,(Mallee),John	Forrest MP(Mallee),National,1047850.18,79688.00,45896.43,30320.67,210765.05,105946.50,318616.96,301.22,213732.41,38704.34,3878.60,0.00,73879,VIC
Senator,John	Madigan ,John	Madigan Senator,(VIC),John	Madigan Senator(VIC),DLP,709985.19,44585.00,0.00,54619.84,0.00,60588.79,140433.78,293840.65,64265.09,37463.31,14188.73,0.00,,VIC
MP,Josh	Frydenberg ,Josh	Frydenberg MP,(Kooyong),Josh	Frydenberg MP(Kooyong),Liberal,1312692.48,42015.00,0.00,84884.94,0.00,60495.92,427247.79,227012.31,415261.74,40000.11,15774.67,0.00,52,VIC
Senator,Judith	Troeth ,Judith	Troeth Senator,(VIC),Judith	Troeth Senator(VIC),Liberal,245752.73,17562.00,17804.85,25186.59,0.00,14838.03,103900.19,88.64,62411.21,3961.22,0.00,0.00,,VIC
MP,Julia	Gillard ,Julia	Gillard MP,(Lalor),Julia	Gillard MP(Lalor),ALP,3960039.78,62736.00,2164492.40,-1453.40,4090.91,825387.01,370055.93,1120.00,436766.86,25456.91,71387.16,0.00,546,VIC
Senator,Julian	McGauran ,Julian	McGauran Senator,(VIC),Julian	McGauran Senator(VIC),Liberal,265149.61,12504.00,0.00,16324.47,17287.97,17759.19,129346.39,450.58,67694.44,3782.57,0.00,0.00,,VIC
MP,Kelly	O'Dwyer ,Kelly	O'Dwyer MP,(Higgins),Kelly	O'Dwyer MP(Higgins),Liberal,1067221.04,50183.00,0.00,88965.66,0.00,64730.16,314037.56,36965.71,474832.53,27597.00,9909.42,0.00,40,VIC
MP,Kelvin	Thomson ,Kelvin	Thomson MP,(Wills),Kelvin	Thomson MP(Wills),ALP,1075920.18,56711.00,177087.37,30590.60,0.00,62581.08,272050.90,2364.60,420884.94,35483.78,18165.91,0.00,57,VIC
MP,Kevin	Andrews ,Kevin	Andrews MP,(Menzies),Kevin	Andrews MP(Menzies),Liberal,1524999.91,74247.00,24743.46,135136.16,15092.00,115691.82,249900.84,356977.69,491104.56,25517.93,36588.45,0.00,125,VIC
Senator,Kim	Carr ,Kim	Carr Senator,(VIC),Kim	Carr Senator(VIC),ALP,1738789.43,99751.00,403498.19,155670.57,0.00,192565.28,498023.23,145048.59,197408.10,25086.95,21737.52,0.00,,VIC
MP,Laura	Smyth ,Laura	Smyth MP,(La Trobe),Laura	Smyth MP(La Trobe),ALP,1017191.81,53319.00,21279.45,46061.30,0.00,65463.33,300944.41,48455.81,438945.29,30041.07,12682.15,0.00,562,VIC
MP,Lindsay	Tanner ,Lindsay	Tanner MP,(Melbourne),Lindsay	Tanner MP(Melbourne),ALP,75256.32,1980.00,0.00,9256.58,0.00,10431.79,13269.88,-21523.27,61841.34,0.00,0.00,0.00,46,VIC
MP,Maria	Vamvakinou ,Maria	Vamvakinou MP,(Calwell),Maria	Vamvakinou MP(Calwell),ALP,956568.93,33808.00,15562.14,80256.83,0.00,58876.17,389117.39,1743.00,329034.85,37808.47,10362.08,0.00,175,VIC
MP,Mark	Dreyfus ,Mark	Dreyfus MP,(Isaacs),Mark	Dreyfus MP(Isaacs),ALP,1937821.55,85438.00,291695.69,195104.90,0.00,165091.10,717985.32,7682.27,422241.48,21565.40,31017.39,0.00,166,VIC
MP,Martin	Ferguson ,Martin	Ferguson MP,(Batman),Martin	Ferguson MP(Batman),ALP,2086904.43,152002.00,556858.78,253197.97,12748.64,205670.70,515695.54,358.00,363662.54,20944.99,5765.27,0.00,66,VIC
MP,Michael	Danby ,Michael	Danby MP,(Melbourne Ports),Michael	Danby MP(Melbourne Ports),ALP,1607551.25,39097.00,115613.07,107065.39,0.00,73477.51,590976.60,54443.72,546526.91,46099.79,34251.26,0.00,40,VIC
Senator,Michael	Ronaldson ,Michael	Ronaldson Senator,(VIC),Michael	Ronaldson Senator(VIC),Liberal,1272891.13,108698.00,49444.75,155400.65,0.00,146168.86,474680.53,66003.84,227510.48,33759.34,11224.68,0.00,,VIC
MP,Mike	Symon ,Mike	Symon MP,(Deakin),Mike	Symon MP(Deakin),ALP,1070906.14,71235.00,38692.37,132102.35,0.00,75532.06,215275.93,26987.52,442086.76,27026.09,41968.06,0.00,70,VIC
Senator,Mitch	Fifield ,Mitch	Fifield Senator,(VIC),Mitch	Fifield Senator(VIC),Liberal,945064.21,84316.00,9490.73,127387.30,17069.68,115375.11,297035.74,73040.22,184460.67,31987.62,4901.14,0.00,,VIC
MP,Nicola	Roxon ,Nicola	Roxon MP,(Gellibrand),Nicola	Roxon MP(Gellibrand),ALP,1455265.01,72469.00,155028.46,190608.78,3581.82,151384.31,471165.81,-21674.55,389505.50,21831.39,21364.49,0.00,102,VIC
